"","State.diff","State.lwr","State.upr","State.p.adj"
"NC-LA",2.02423014828095,1.46437442893714,2.58408586762476,0
"ND-LA",4.02424810089977,2.88349719055766,5.16499901124188,0
"NE-LA",3.65423265449866,2.85782677907964,4.45063852991767,0
"NH-LA",4.58335339277102,3.60198697514229,5.56471981039974,0
"NJ-LA",4.2179698442737,3.65408386772868,4.78185582081871,0
"NM-LA",3.17407827073089,2.35694090622443,3.99121563523735,0
"NV-LA",2.17648327313567,1.42489685295755,2.9280696933138,0
"NY-LA",4.95419988652679,4.4522143153266,5.45618545772699,0
"OH-LA",1.19442459107465,0.663297485820095,1.72555169632921,3.31179528245684e-13
"OK-LA",0.497658020949302,-0.150956182089146,1.14627222398775,0.570620524856368
"OR-LA",3.7152231131477,3.02434557248482,4.40610065381058,0
"PA-LA",2.68814201744064,2.16389272546425,3.21239130941703,0
"RI-LA",3.71259288111884,2.63584976068269,4.78933600155499,0
"SC-LA",1.19058632063599,0.546397899717456,1.83477474155452,2.14271045351211e-10
"SD-LA",4.41488483258811,3.30679025739714,5.52297940777909,0
"TN-LA",0.157650467763517,-0.44492607372358,0.760227009250614,0.999999999999374
"TX-LA",2.49130888466884,1.99093699811579,2.99168077122189,0
"UT-LA",3.99374293442446,3.21667949233915,4.77080637650977,0
"VA-LA",2.95400368105093,2.37681933630478,3.53118802579709,0
"VT-LA",5.6496107382623,4.45520349846158,6.84401797806301,0
"WA-LA",4.30272648383072,3.70187631887838,4.90357664878307,0
"WV-LA",0.318331447958911,-0.495768713214666,1.13243160913249,0.999998753630438
"WY-LA",4.78834197312952,3.36822893874911,6.20845500750993,0
"MD-MA",-1.64086010407016,-2.20536723006208,-1.07635297807823,0
"MI-MA",-3.00023791881381,-3.48734018769346,-2.51313564993416,0
"MN-MA",0.128665846606452,-0.438681339420918,0.696013032633823,1
"MO-MA",-3.38318951907078,-3.94592834963019,-2.82045068851137,0
"MS-MA",-5.3133043018284,-6.01564003060202,-4.61096857305477,0
"MT-MA",-1.52142213533342,-2.51783953592121,-0.525004734745635,1.38044273290117e-06
"NC-MA",-2.94334054044126,-3.45611320658071,-2.4305678743018,0
"ND-MA",-0.943322587822436,-2.06171876990826,0.175073594263385,0.317497667018308
"NE-MA",-1.31333803422355,-2.07737972095256,-0.549296347494532,8.87939088922707e-09
"NH-MA",-0.384217295951188,-1.33950648060013,0.57107188869775,0.99999706506369
"NJ-MA",-0.749600844448508,-1.2667708118692,-0.232430877027817,8.92517655104452e-06
"NM-MA",-1.79349241799132,-2.57912009897663,-1.00786473700601,6.26276808191051e-13
"NV-MA",-2.79108741558653,-3.50828998645055,-2.07388484472251,0
"NY-MA",-0.0133708021954106,-0.462243717786203,0.435502113395381,1
"OH-MA",-3.77314609764755,-4.25438759896875,-3.29190459632636,0
"OK-MA",-4.4699126677729,-5.07835146094851,-3.86147387459729,0
"OR-MA",-1.2523475755745,-1.90565390253773,-0.599041248611281,2.68024491489882e-11
"PA-MA",-2.27942867128156,-2.7530685141955,-1.80578882836763,0
"RI-MA",-1.25497780760337,-2.30800825733612,-0.201947357870613,0.00208363748961771
"SC-MA",-3.77698436808622,-4.38070293025182,-3.17326580592062,0
"SD-MA",-0.55268585613409,-1.63775312051241,0.532381408244231,0.998598571310235
"TN-MA",-4.80992022095869,-5.36902295660603,-4.25081748531134,0
"TX-MA",-2.47626180405337,-2.92332936663251,-2.02919424147423,0
"UT-MA",-0.973827754297744,-1.71768592201742,-0.229969586578073,0.00020203896815052
"VA-MA",-2.01356700767127,-2.54520518206984,-1.4819288332727,0
"VT-MA",0.682040049540092,-0.491035410584341,1.85511550966452,0.981749593340246
"WA-MA",-0.66484420489148,-1.22208589516694,-0.107602514616022,0.00203269795821903
"WV-MA",-4.64923924076329,-5.43170742099853,-3.86677106052806,0
"WY-MA",-0.179228715592686,-1.5814478179711,1.22299038678573,1
"MI-MD",-1.35937781474365,-1.85636588167304,-0.862389747814267,4.83835194131643e-13
"MN-MD",1.76952595067661,1.19366889565715,2.34538300569606,0
"MO-MD",-1.74232941500063,-2.31364676091433,-1.17101206908692,0
"MS-MD",-3.67244419775824,-4.38167194272771,-2.96321645278877,0
"MT-MD",0.119437968736733,-0.881849280016905,1.12072521749037,1
"NC-MD",-1.3024804363711,-1.82465313334238,-0.780307739399813,4.27102797573298e-13
"ND-MD",0.697537516247721,-0.425199558238842,1.82027459073428,0.949064178313085
"NE-MD",0.327522069846609,-0.442859794803789,1.09790393449701,0.999985233116265
"NH-MD",1.25664280811897,0.296275199007886,2.21701041723005,0.000204839808542689
"NJ-MD",0.891259259621648,0.364767765365167,1.41775075387813,1.82516884938977e-08
"NM-MD",-0.15263231392116,-0.944427345133695,0.639162717291375,1
"NV-MD",-1.15022731151637,-1.87418038042103,-0.426274242611723,2.89308986212156e-07
"NY-MD",1.62748930187475,1.16790752169468,2.08707108205482,0
"OH-MD",-2.1322859935774,-2.62353124894011,-1.64104073821468,0
"OK-MD",-2.82905256370275,-3.44543416901191,-2.21267095839359,0
"OR-MD",0.388512528495653,-0.27219744961326,1.04922250660457,0.977988449257989
"PA-MD",-0.638568567211408,-1.12236937241748,-0.154767762005335,0.00016107798305165
"RI-MD",0.385882296466789,-0.671757361633677,1.44352195456726,0.999999861974591
"SC-MD",-2.13612426401606,-2.74784693044735,-1.52440159758477,0
"SD-MD",1.08817424793607,-0.00136670427635788,2.17771520014849,0.0508974911202911
"TN-MD",-3.16906011688853,-3.73679631208032,-2.60132392169674,0
"TX-MD",-0.835401699983208,-1.29322035822352,-0.3775830417429,4.29225210929474e-10
"UT-MD",0.667032349772413,-0.0833365541713542,1.41740125371618,0.20163509569054
"VA-MD",-0.372706903601113,-0.913417238993682,0.168003431791455,0.820874547555383
"VT-MD",2.32290015361025,1.14568540961973,3.50011489760076,5.24147392155783e-12
"WA-MD",0.976015899178677,0.410112356422888,1.54191944193447,7.56157236825317e-09
"WV-MD",-3.00837913669314,-3.79703937494732,-2.21971889843896,0
"WY-MD",1.46163138847747,0.0559475942344601,2.86731518272048,0.0278150367499939
"MN-MI",3.12890376542026,2.62869213733898,3.62911539350154,0
"MO-MI",-0.382951600256973,-0.877930220799235,0.112027020285289,0.547964808927091
"MS-MI",-2.31306638301459,-2.96237703230853,-1.66375573372064,0
"MT-MI",1.47881578348039,0.519036392386435,2.43859517457434,9.77426906412227e-07
"NC-MI",0.0568973783725539,-0.380440763703241,0.494235520448349,1
"ND-MI",2.05691533099137,0.971033724425221,3.14279693755753,5.35694821834909e-11
"NE-MI",1.68689988459026,0.971296263558151,2.40250350562237,4.57522908448027e-13
"NH-MI",2.61602062286262,1.69901120650869,3.53303003921655,0
"NJ-MI",2.2506370743653,1.80815134739045,2.69312280134016,0
"NM-MI",1.20674550082249,0.468138909662556,1.94535209198243,8.94058921341312e-08
"NV-MI",0.209150503227278,-0.456212834377453,0.874513840832009,0.999999999196129
"NY-MI",2.9868671166184,2.62656760548145,3.34716662775535,0
"OH-MI",-0.772908178833745,-1.17281094947734,-0.373005408190154,1.65190083833977e-11
"OK-MI",-1.46967474895909,-2.01605063460517,-0.923298863313012,4.35318447955524e-13
"OR-MI",1.74789034323931,1.15195578288496,2.34382490359365,0
"PA-MI",0.720809247532245,0.330087422994521,1.11153107206997,2.36960340238568e-10
"RI-MI",1.74526011121044,0.726828978811734,2.76369124360915,1.02754950104256e-08
"SC-MI",-0.776746449272409,-1.31786098952969,-0.235631909015128,1.23649864408604e-05
"SD-MI",2.44755206267972,1.39602944685065,3.49907467850878,5.23803223018149e-13
"TN-MI",-1.80968230214488,-2.30052312398317,-1.31884148030659,0
"TX-MI",0.523976114760444,0.16592828431736,0.882023945203528,6.41740256479562e-06
"UT-MI",2.02641016451607,1.33239732813779,2.72042300089434,0
"VA-MI",0.986670911142539,0.527358390245942,1.44598343203914,4.57189841540639e-13
"VT-MI",3.6822779683539,2.54015937621003,4.82439656049777,0
"WA-MI",2.33539371392233,1.84667380972812,2.82411361811654,0
"WV-MI",-1.64900132194948,-2.38424638072593,-0.913756263173036,3.40838468559923e-13
"WY-MI",2.82100920322112,1.44458366783991,4.19743473860234,9.62785406954936e-13
"MO-MN",-3.51185536567723,-4.08597908399881,-2.93773164735566,0
"MS-MN",-5.44197014843485,-6.15346050566535,-4.73047979120434,0
"MT-MN",-1.65008798193988,-2.65297914687959,-0.647196817000158,6.58530798780532e-08
"NC-MN",-3.07200638704771,-3.5972481025081,-2.54676467158731,0
"ND-MN",-1.07198843442889,-2.19615615884734,0.0521792899895634,0.0937478005109291
"NE-MN",-1.44200388083,-2.21446925324467,-0.669538508415328,1.22949095349156e-10
"NH-MN",-0.512883142557641,-1.47492289164665,0.449156606531373,0.99633501709849
"NJ-MN",-0.878266691054961,-1.40780217402276,-0.348731208087164,4.62291328551245e-08
"NM-MN",-1.92215826459777,-2.71598060344342,-1.12833592575212,3.59268170768701e-13
"NV-MN",-2.91975326219298,-3.64592306339239,-2.19358346099358,0
"NY-MN",-0.142036648801863,-0.605102461479712,0.321029163875986,0.999999999671208
"OH-MN",-3.90181194425401,-4.39631819812133,-3.40730569038668,0
"OK-MN",-4.59857851437935,-5.21756221170992,-3.97959481704879,0
"OR-MN",-1.38101342218096,-2.04415157473304,-0.717875269628869,6.59250432022418e-13
"PA-MN",-2.40809451788802,-2.89520616147248,-1.92098287430355,0
"RI-MN",-1.38364365420982,-2.44280189573201,-0.324485412687626,0.000214239216084988
"SC-MN",-3.90565021469267,-4.51999470667036,-3.29130572271498,0
"SD-MN",-0.681351702740542,-1.77236683588282,0.40966343040174,0.945217158116431
"TN-MN",-4.93858606756514,-5.50914624977939,-4.36802588535089,0
"TX-MN",-2.60492765065982,-3.06624365735205,-2.14361164396758,0
"UT-MN",-1.1024936009042,-1.85500142558331,-0.349985776225087,6.16872884484643e-06
"VA-MN",-2.14223285427772,-2.6859075741221,-1.59855813443335,0
"VT-MN",0.553374202933639,-0.625205063669234,1.73195346953651,0.999792387672654
"WA-MN",-0.793510051497933,-1.36224668114391,-0.224773421851953,3.10384994990365e-05
"WV-MN",-4.77790508736975,-5.56860067076493,-3.98720950397456,0
"WY-MN",-0.307894562199138,-1.71472129765555,1.09893217325727,1
"MS-MO",-1.93011478275761,-2.63793586916165,-1.22229369635358,4.89719376162157e-13
"MT-MO",1.86176738373736,0.861476000869175,2.86205876660554,1.45154221975474e-10
"NC-MO",0.439848978629527,-0.0804115537828204,0.960109511041875,0.311770093205011
"ND-MO",2.43986693124835,1.31801790640126,3.56171595609543,4.14335232790108e-13
"NE-MO",2.06985148484723,1.30076441987608,2.83893854981838,5.04929431599521e-13
"NH-MO",2.99897222311959,2.03964295704175,3.95830148919744,0
"NJ-MO",2.63358867462227,2.10899360254464,3.15818374669991,0
"NM-MO",1.58969710107947,0.799161796632806,2.38023240552613,1.99973371195483e-12
"NV-MO",0.592102103484251,-0.130472973653189,1.31467718062169,0.391373853070206
"NY-MO",3.36981871687537,2.91241068371767,3.82722675003307,0
"OH-MO",-0.389956578576772,-0.87916879943812,0.0992556422845756,0.46597570881794
"OK-MO",-1.08672314870212,-1.70148568780743,-0.471960609596808,2.24528073911046e-09
"OR-MO",2.13084194349628,1.47164214730669,2.79004173968587,0
"PA-MO",1.10376084778922,0.622024493294606,1.58549720228383,6.08624262099511e-13
"RI-MO",2.12821171146742,1.07151480955534,3.18490861337949,1.8641754806481e-12
"SC-MO",-0.393794849015435,-1.00388608542973,0.216296387398857,0.915054541271839
"SD-MO",2.83050366293669,1.74187783985896,3.91912948601443,4.55302462398777e-13
"TN-MO",-1.42673070188791,-1.99270869037735,-0.860752713398459,5.76205749780456e-13
"TX-MO",0.906927715017417,0.451291215210093,1.36256421482474,3.29514193708746e-12
"UT-MO",2.40936176477304,1.66032225438024,3.15840127516584,0
"VA-MO",1.36962251139951,0.830758555540469,1.90848646725856,4.9427129056312e-13
"VT-MO",4.06522956861087,2.88886174790497,5.24159738931678,0
"WA-MO",2.7183453141793,2.15420568977124,3.28248493858736,0
"WV-MO",-1.26604972169251,-2.05344521795018,-0.478654225434847,1.76533635043441e-07
"WY-MO",3.2039608034781,1.79898620387811,4.60893540307808,6.29940544172314e-13
"MT-MS",3.79188216649497,2.70690136706443,4.87686296592552,0
"NC-MS",2.36996376138714,1.70118015955574,3.03874736321854,0
"ND-MS",4.36998171400596,3.17200603852546,5.56795738948646,0
"NE-MS",3.99996626760485,3.12355574849948,4.87637678671021,0
"NH-MS",4.92908700587721,3.88175080138218,5.97642321037224,0
"NJ-MS",4.56370345737989,3.89154240960879,5.23586450515098,0
"NM-MS",3.51981188383708,2.62452056137876,4.4151032062954,0
"NV-MS",2.52221688624186,1.68632501130063,3.3581087611831,0
"NY-MS",5.29993349963298,4.67878730646281,5.92107969280316,0
"OH-MS",1.54015820418084,0.895232563868183,2.1850838444935,4.06341627012807e-13
"OK-MS",0.843391634055493,0.0987215970727965,1.58806167103819,0.00608380542589637
"OR-MS",4.06095672625389,3.27919918341277,4.84271426909502,0
"PA-MS",3.03387563054683,2.39460229328462,3.67314896780904,0
"RI-MS",4.05832649422503,2.92113309510455,5.19551989334551,0
"SC-MS",1.53631993374218,0.795501601597164,2.27713826588719,7.21089854494039e-13
"SD-MS",4.76061844569431,3.593696568633,5.92754032275561,0
"TN-MS",0.503384080869708,-0.201549652148623,1.20831781388804,0.74994726929099
"TX-MS",2.83704249777503,2.21719969153358,3.45688530401648,0
"UT-MS",4.33947654753065,3.48060480354201,5.19834829151929,0
"VA-MS",3.29973729415713,2.61638171510866,3.98309287320559,0
"VT-MS",5.99534435136849,4.74616792904658,7.2445207736904,0
"WA-MS",4.64846009693692,3.94500149806996,5.35191869580388,0
"WV-MS",0.664065061065102,-0.228455051884434,1.55658517401464,0.65185272003765
"WY-MS",5.13407558623571,3.66759881860052,6.6005523538709,0
"NC-MT",-1.42191840510783,-2.39497732745567,-0.448859482759995,6.75045512210648e-06
"ND-MT",0.578099547510988,-0.812841816934369,1.96904091195634,0.999992279012336
"NE-MT",0.208084101109876,-0.91782333659568,1.33399153881543,1
"NH-MT",1.13720483938224,-0.126316147989246,2.40072582675372,0.178532595746218
"NJ-MT",0.771821290884915,-0.203562036029631,1.74720461779946,0.486067402217151
"NM-MT",-0.272070282657893,-1.41273619007835,0.86859562476256,1
"NV-MT",-1.26966528025311,-2.36432841879159,-0.175002141714621,0.0037467479005634
"NY-MT",1.50805133313801,0.567097161261429,2.4490055050146,2.02155453377095e-07
"OH-MT",-2.25172396231413,-3.20854225322147,-1.29490567140679,4.70068428626291e-13
"OK-MT",-2.94849053243948,-3.97518699403948,-1.92179407083948,0
"OR-MT",0.26907455975892,-0.784831041360624,1.32298016087846,1
"PA-MT",-0.758006535948141,-1.71102414334924,0.195011071452956,0.471955886432288
"RI-MT",0.266444327730056,-1.0725033886821,1.60539204414222,1
"SC-MT",-2.25556223275279,-3.27946845967217,-1.23165600583342,3.83360010403067e-13
"SD-MT",0.968736279199334,-0.395550650829106,2.33302320922777,0.762186690237224
"TN-MT",-3.28849808562526,-4.2867484190734,-2.29024775217713,0
"TX-MT",-0.954839668719941,-1.89493395374215,-0.01474538369773,0.0398825959291493
"UT-MT",0.54759438103568,-0.564715302867251,1.65990406493861,0.999350535905644
"VA-MT",-0.492144872337846,-1.47527609842051,0.490986353744822,0.999048070849077
"VT-MT",2.20346218487352,0.768187335108803,3.63873703463823,1.12285965403469e-06
"WA-MT",0.856577930441944,-0.140631255537617,1.8537871164215,0.274221068828288
"WV-MT",-3.12781710542987,-4.26630922762554,-1.9893249832342,4.62407889756378e-13
"WY-MT",1.34219341974074,-0.285727423020326,2.9701142625018,0.37522115168066
"ND-NC",2.00001795261882,0.902381377849762,3.09765452738788,4.63778460080277e-10
"NE-NC",1.63000250621771,0.896684206141727,2.36332080629369,3.57158747021913e-13
"NH-NC",2.55912324449007,1.62822397148904,3.49002251749109,4.67403893367191e-13
"NJ-NC",2.19373969599275,1.72314347270943,2.66433591927607,0
"NM-NC",1.14984812244994,0.394065823572173,1.9056304213277,1.58086288581938e-06
"NV-NC",0.152253124854724,-0.532126563491274,0.836632813200722,1
"NY-NC",2.92996973824584,2.53565650676916,3.32428296972253,0
"OH-NC",-0.829805557206299,-1.26060645409543,-0.399004660317168,2.0187851390574e-11
"OK-NC",-1.52657212733165,-2.09595231245192,-0.957191942211373,4.8061554736023e-13
"OR-NC",1.69099296486675,1.07389881725491,2.30808711247859,4.83613149526718e-13
"PA-NC",0.663911869159691,0.241619635082214,1.08620410323717,4.43116987214331e-07
"RI-NC",1.68836273283789,0.657407273940185,2.71931819173559,8.0728994267254e-08
"SC-NC",-0.833643827644963,-1.39797717990221,-0.269310475387711,4.62150780233817e-06
"SD-NC",2.39065468430717,1.32699731541808,3.45431205319625,3.40838468559923e-13
"TN-NC",-1.86657968051743,-2.3829050616241,-1.35025429941076,0
"TX-NC",0.46707873638789,0.0748218872736165,0.859335585502164,0.00212418806660475
"UT-NC",1.96951278614351,1.25724808545291,2.68177748683411,3.37285754881123e-13
"VA-NC",0.929773532769985,0.443321912724944,1.41622515281503,3.18040038749245e-11
"VT-NC",3.62538058998135,2.47208008043808,4.77868109952461,0
"WA-NC",2.27849633554978,1.76418676773322,2.79280590336633,0
"WV-NC",-1.70589870032204,-2.45839619749212,-0.953401203151954,3.23185922468383e-13
"WY-NC",2.76411182484857,1.37839380113612,4.14982984856102,2.95485858003985e-12
"NE-ND",-0.370015446401112,-1.60517937972766,0.865148486925434,0.999999999862754
"NH-ND",0.559105291871248,-0.802675773292393,1.92088635703489,0.99999459370025
"NJ-ND",0.193721743373928,-0.905975950691539,1.29341943743939,1
"NM-ND",-0.85016983016888,-2.09880151976407,0.39846185942631,0.842208812704263
"NV-ND",-1.8477648277641,-3.0545165714069,-0.641013084121292,1.24108785781729e-06
"NY-ND",0.929951785627026,-0.139327007523742,1.99923057877779,0.246541305525918
"OH-ND",-2.82982350982512,-3.91308877084149,-1.74655824880875,4.04787314778332e-13
"OK-ND",-3.52659007995047,-4.67204545148267,-2.38113470841826,0
"OR-ND",-0.309024987752068,-1.47893071044136,0.860880734937227,0.999999999999087
"PA-ND",-1.33610608345913,-2.41601577594574,-0.256196390972518,0.000871222822845796
"RI-ND",-0.311655219780931,-1.74369689906103,1.12038645949916,1
"SC-ND",-2.83366178026378,-3.97661687362235,-1.69070668690522,4.66404692645028e-13
"SD-ND",0.390636731688346,-1.06512465375792,1.84639811713461,0.999999999998307
"TN-ND",-3.86659763313625,-4.98662714709529,-2.74656811917721,0
"TX-ND",-1.53293921623093,-2.60146139599204,-0.464417036469817,1.26030456286674e-05
"UT-ND",-0.030505166475308,-1.25328692002508,1.19227658707446,1
"VA-ND",-1.07024441984883,-2.17681994443305,0.0363311047353787,0.0785005638404768
"VT-ND",1.62536263736253,0.102872480324679,3.14785279440038,0.0180338709818587
"WA-ND",0.278478382930956,-0.840623285601458,1.39758005146337,1
"WV-ND",-3.70591665294086,-4.95256283218003,-2.45927047370169,0
"WY-ND",0.764093872229751,-0.941218021297621,2.46940576575712,0.999937715697793
"NH-NE",0.92912073827236,-0.160556896807758,2.01879837335248,0.291394642129095
"NJ-NE",0.56373718977504,-0.172662631849384,1.30013701139946,0.576739825204511
"NM-NE",-0.480154383767768,-1.42462819241305,0.464319424877511,0.998656287249862
"NV-NE",-1.47774938136298,-2.36611836424145,-0.589380398484515,4.05439051220924e-08
"NY-NE",1.29996723202814,0.609817381316322,1.99011708273995,7.39647232350649e-11
"OH-NE",-2.45980806342401,-3.17143528654046,-1.74818084030755,0
"OK-NE",-3.15657463354935,-3.95970456520896,-2.35344470188975,0
"OR-NE",0.0609904586490444,-0.776642562987961,0.89862348028605,1
"PA-NE",-0.966090637058016,-1.67259939346667,-0.259581880649361,5.76689762211702e-05
"RI-NE",0.0583602266201808,-1.11794460213422,1.23466505537459,1
"SC-NE",-2.46364633386267,-3.26320622804813,-1.66408643967721,0
"SD-NE",0.760652178089458,-0.444416654098984,1.9657210102779,0.936573030820949
"TN-NE",-3.49658218673514,-4.26301273877159,-2.73015163469868,0
"TX-NE",-1.16292376982982,-1.85190078511916,-0.47394675454047,2.08856175687444e-08
"UT-NE",0.339510279925804,-0.57051438774526,1.24953494759687,0.999999715702626
"VA-NE",-0.700228973447722,-1.44686079072074,0.0464028438252928,0.114347632408486
"VT-NE",1.99537808376364,0.710494448085797,3.28026171944148,7.20387718811111e-07
"WA-NE",0.648493829332068,-0.116580169355388,1.41356782801952,0.305523972094517
"WV-NE",-3.33590120653975,-4.27774852705789,-2.39405388602161,0
"WY-NE",1.13410931863086,-0.362900478652204,2.63111911591393,0.604742312288677
"NJ-NH",-0.36538354849732,-1.29871222829667,0.567945131302029,0.999998707508869
"NM-NH",-1.40927512204013,-2.51419525601563,-0.30435498806463,0.000405659775353895
"NV-NH",-2.40687011963534,-3.46423343325467,-1.34950680601602,6.44040376585053e-13
"NY-NH",0.370846493755778,-0.526440831288466,1.26813381880002,0.999993438161077
"OH-NH",-3.38892880169637,-4.30283855212469,-2.47501905126805,0
"OK-NH",-4.08569537182171,-5.07252636767413,-3.0988643759693,0
"OR-NH",-0.868130279623315,-1.88323953787301,0.146978978626383,0.284381979814206
"PA-NH",-1.89521137533038,-2.80514123533587,-0.985281515324882,6.60027588139656e-13
"RI-NH",-0.870760511652179,-2.17938986230822,0.437868839003859,0.877493927436106
"SC-NH",-3.39276707213503,-4.37669478880805,-2.40883935546201,0
"SD-NH",-0.168468560182902,-1.50301290847543,1.16607578810963,1
"TN-NH",-4.4257029250075,-5.3829038017008,-3.4685020483142,0
"TX-NH",-2.09204450810218,-2.98843005843447,-1.19565895776988,5.06483743833996e-13
"UT-NH",-0.589610458346556,-1.66523242865831,0.4860115119652,0.993665619124592
"VA-NH",-1.62934971172008,-2.57077246362908,-0.68792695981108,6.38949126940958e-09
"VT-NH",1.06625734549128,-0.340776301753954,2.47329099273651,0.6039625208908
"WA-NH",-0.280626908940292,-1.23674193900473,0.675488121124149,0.9999999999361
"WV-NH",-4.2650219448121,-5.36769782756946,-3.16234606205475,0
"WY-NH",0.204988580358503,-1.39808847967604,1.80806564039305,1
"NM-NJ",-1.04389157354281,-1.80266416883017,-0.285118978255447,4.79473857523116e-05
"NV-NJ",-2.04148657113802,-2.72916711171099,-1.35380603056506,0
"NY-NJ",0.736230042253098,0.336215176804649,1.13624490770155,2.69321120960342e-10
"OH-NJ",-3.02354525319905,-3.45957091852465,-2.58751958787344,0
"OK-NJ",-3.72031182332439,-4.29365531833393,-3.14696832831485,0
"OR-NJ",-0.502746731125995,-1.12349962485984,0.118006162607847,0.422658350863331
"PA-NJ",-1.52982782683306,-1.95744880272678,-1.10220685093933,0
"RI-NJ",-0.505376963154859,-1.53852657782503,0.527772651515315,0.999440677515608
"SC-NJ",-3.02738352363771,-3.59571538138639,-2.45905166588903,0
"SD-NJ",0.196914988314418,-0.868869214258605,1.26269919088744,1
"TN-NJ",-4.06031937651018,-4.5810120567325,-3.53962669628786,0
"TX-NJ",-1.72666095960486,-2.12464890381827,-1.32867301539145,0
"UT-NJ",-0.224226909849236,-0.939663819654726,0.491209999956254,0.999999999277826
"VA-NJ",-1.26396616322276,-1.75505082670412,-0.772881499741399,4.01567668006919e-13
"VT-NJ",1.4316408939886,0.276378571667427,2.58690321630977,0.000837714382888044
"WA-NJ",0.0847566395570283,-0.433937200400428,0.603450479514485,1
"WV-NJ",-3.89963839631478,-4.65513919135699,-3.14413760127258,0
"WY-NJ",0.570372128855823,-0.816979091745394,1.95772334945704,0.999994375631301
"NV-NM",-0.997594997595215,-1.90459588172442,-0.0905941134660103,0.0106368012870102
"NY-NM",1.78012161579591,1.06614824758938,2.49409498400244,4.21884749357559e-13
"OH-NM",-1.97965367965624,-2.71440837256474,-1.24489898674773,4.82391904199631e-13
"OK-NM",-2.67642024978159,-3.50011245030202,-1.85272804926115,0
"OR-NM",0.541144842416813,-0.316223359120529,1.39851304395415,0.936628511490431
"PA-NM",-0.485936253290248,-1.21573470283145,0.243862196250952,0.876540995005748
"RI-NM",0.538514610387949,-0.651924050031631,1.72895327080753,0.99991987440643
"SC-NM",-1.9834919500949,-2.80370361695932,-1.16328028323049,3.59046126163776e-13
"SD-NM",1.24080656185723,0.0219373956286886,2.45967572808576,0.0385531482972499
"TN-NM",-3.01642780296737,-3.80437890878901,-2.22847669714573,0
"TX-NM",-0.682769386062049,-1.39560911676429,0.0300703446401979,0.0887564960631332
"UT-NM",0.819664663693572,-0.108557319368919,1.74788664675606,0.214733439395919
"VA-NM",-0.220074589679953,-0.988781441890234,0.548632262530328,0.999999999975241
"VT-NM",2.47553246753141,1.17769691889539,3.77336801616742,3.58303386960301e-11
"WA-NM",1.12864821309984,0.342016547364057,1.91527987883562,1.25588999769777e-05
"WV-NM",-2.85574682277198,-3.8151880816502,-1.89630556389375,0
"WY-NM",1.61426370239863,0.106122632328552,3.12240477246871,0.0172451371513023
"NY-NV",2.77771661339112,2.13980859099935,3.41562463578289,0
"OH-NV",-0.982058682061023,-1.64314349755347,-0.32097386656858,3.78665408806711e-06
"OK-NV",-1.67882525218637,-2.43753304555731,-0.920117458815434,3.73923114693753e-13
"OR-NV",1.53873984001203,0.743599030135575,2.33388064988848,1.5328960323302e-11
"PA-NV",0.511658744304967,-0.14391310643021,1.16723059504014,0.523957383678248
"RI-NV",1.53610960798316,0.38967475211687,2.68254446384946,0.000105048928669249
"SC-NV",-0.985896952499687,-1.74082466624724,-0.230969238752135,0.000216098964958333
"SD-NV",2.23840155945244,1.06247183412603,3.41433128477886,4.03798106063391e-11
"TN-NV",-2.01883280537216,-2.73857971900857,-1.29908589173574,1.41442413337245e-13
"TX-NV",0.314825611533166,-0.321813341242468,0.951464564308801,0.999279690978326
"UT-NV",1.81725966128879,0.946188639865121,2.68833068271245,6.3593574850529e-13
"VA-NV",0.777520407915262,0.0788939704262099,1.47614684540431,0.008535904722629
"VT-NV",3.47312746512662,2.21553222585965,4.7307227043936,3.59046126163776e-13
"WA-NV",2.12624321069505,1.40794100962516,2.84454541176494,0
"WV-NV",-1.85815182517676,-2.76241738559662,-0.953886264756904,8.98614516131602e-13
"WY-NV",2.61185869999385,1.13820400443056,4.08551339555713,1.96528571194676e-09
"OH-NY",-3.75977529545214,-4.1121110727608,-3.40743951814349,0
"OK-NY",-4.45654186557749,-4.96912832893642,-3.94395540221856,0
"OR-NY",-1.23897677337909,-1.80409293332145,-0.673860613436734,3.99236199655206e-13
"PA-NY",-2.26605786908615,-2.60793769910448,-1.92417803906782,0
"RI-NY",-1.24160700540796,-2.2423168761708,-0.240897134645112,0.000813470746062084
"SC-NY",-3.76361356589081,-4.27058814087571,-3.2566389909059,0
"SD-NY",-0.53931505393868,-1.57368350164156,0.495053393764205,0.997683713838871
"TN-NY",-4.79654941876328,-5.24947655019411,-4.34362228733244,0
"TX-NY",-2.46289100185795,-2.76689186187035,-2.15889014184556,0
"UT-NY",-0.960456952102334,-1.62819349525471,-0.292720408949956,1.1553635910766e-05
"VA-NY",-2.00019620547586,-2.41874878981343,-1.58164362113829,0
"VT-NY",0.695410851735502,-0.430934189769973,1.82175589324098,0.95341974458675
"WA-NY",-0.65147340269607,-1.10210120782894,-0.200845597563197,9.73910897572594e-06
"WV-NY",-4.63586843856788,-5.34636373796011,-3.92537313917565,0
"WY-NY",-0.165857913397275,-1.52922342874991,1.19750760195536,1
"OK-OH",-0.696766570125348,-1.23792400623956,-0.155609134011133,0.000316655134474653
"OR-OH",2.52079852207305,1.92964476671756,3.11195227742854,0
"PA-OH",1.49371742636599,1.11032688603373,1.87710796669824,0
"RI-OH",2.51816829004419,1.50252724435674,3.53380933573163,4.5852210917019e-13
"SC-OH",-0.00383827043866347,-0.539683124779936,0.532006583902609,1
