"","State.diff","State.lwr","State.upr","State.p.adj"
"ID-DE",1.29172494172542,-0.060027089046474,2.64347697249731,0.091350372619142
"IL-DE",0.371528231960937,-0.702235473255443,1.44529193717732,0.999999976506086
"IN-DE",-1.02845082845191,-2.13654964595076,0.0796479890469441,0.128795829824177
"KS-DE",0.256959637873109,-0.91582436355107,1.42974363929729,1
"KY-DE",-2.22953748006964,-3.36281111580371,-1.09626384433557,6.18671780472368e-12
"LA-DE",-2.42126441791497,-3.55471111949865,-1.28781771633129,4.76729766774042e-13
"MA-DE",2.54630627080724,1.43536126497269,3.65725127664178,5.98521232575422e-13
"MD-DE",0.905446166737079,-0.209868732433208,2.02076106590737,0.416242930473687
"MI-DE",-0.453931648006574,-1.53213740265792,0.624274106644769,0.999988814672958
"MN-DE",2.67497211741369,1.55821705988821,3.79172717493917,3.98125976630581e-13
"MO-DE",-0.836883248263547,-1.95130418329436,0.277537686767262,0.627908908845332
"MS-DE",-2.76699803102116,-3.95802049299555,-1.57597556904677,5.33129096425e-13
"MT-DE",1.02488413547381,-0.360073143726415,2.40984141467404,0.665598026046599
"NC-DE",-0.39703426963402,-1.48707777158948,0.693009232321443,0.999999869391743
"ND-DE",1.6029836829848,0.127833165539305,3.07813420043029,0.0132418967274529
"NE-DE",1.23296823658369,0.00454700261087471,2.4613894705565,0.047430816183876
"NH-DE",2.16208897485605,0.806420705948494,3.5177572437636,2.47609418635442e-07
"NJ-DE",1.79670542635873,0.704586474862377,2.88882437785508,6.61618785313678e-08
"NM-DE",0.752813852815919,-0.489148256970818,1.99477596260266,0.96450229530874
"NV-DE",-0.244781144779296,-1.44463053394009,0.955068244381497,1
"NY-DE",2.53293546861183,1.47145257974053,3.59441835748312,4.14113188185183e-13
"OH-DE",-1.22683982684032,-2.30241056445335,-0.151269089227287,0.00528049313463008
"OK-DE",-1.92360639696567,-3.06178775072989,-0.785425043201444,1.9682404595045e-08
"OR-DE",1.29395869523273,0.131174026488882,2.45674336397658,0.00855291843996098
"PA-DE",0.266877599525671,-0.805313488765548,1.33906868781689,1
"RI-DE",1.29132846320387,-0.134901587341953,2.71755851374969,0.168036359650727
"SC-DE",-1.23067809727898,-2.36634315851793,-0.0950130360400316,0.0139073797793416
"SD-DE",1.99362041467315,0.543575588731195,3.4436652406151,4.89089691680933e-05
"TN-DE",-2.26361395015145,-3.37620322658005,-1.15102467372285,1.22668541990834e-12
"TX-DE",0.0700444667538704,-0.990676247914237,1.13076518142198,1
"UT-DE",1.57247851650949,0.356508121023304,2.78844891199568,0.000281850985027976
"VA-DE",0.532739263135966,-0.56630494775521,1.63178347402714,0.999548859390668
"VT-DE",3.22834632034733,1.71132124996724,4.74537139072742,5.01598762525646e-13
"WA-DE",1.88146206591576,0.769806844906734,2.99311728692478,1.84226528476827e-08
"WV-DE",-2.10293296995606,-3.34289888968781,-0.862967050224308,1.674943861385e-08
"WY-DE",2.36707755521455,0.666643069534348,4.06751204089475,3.33348582733928e-05
"GA-FL",-1.76005512911331,-2.18117118390044,-1.33893907432618,0
"HI-FL",2.94001323424722,2.0372755228471,3.84275094564734,0
"IA-FL",0.688904078380077,0.119052780667766,1.25875537609239,0.00150712411254883
"ID-FL",0.710783952888022,-0.186061893931298,1.60762979970734,0.481772761022755
"IL-FL",-0.209412756876461,-0.570061359953105,0.151235846200183,0.982144751866935
"IN-FL",-1.60939181728931,-2.06214109625448,-1.15664253832414,0
"KS-FL",-0.323981350964289,-0.917716337517746,0.269753635589169,0.994196521759498
"KY-FL",-2.81047846890704,-3.32175926622984,-2.29919767158423,0
"LA-FL",-3.00220540675237,-3.5138696966848,-2.49054111681994,0
"MA-FL",1.96536528196984,1.50569395781545,2.42503660612423,0
"MD-FL",0.324505177899681,-0.145629105653808,0.79463946145317,0.818377502066297
"MI-FL",-1.03487263684397,-1.40853902498237,-0.661206248705573,3.04645197957143e-13
"MN-FL",2.09403112857629,1.620490445245,2.56757181190758,0
"MO-FL",-1.41782423710094,-1.88583378902918,-0.94981468517271,0
"MS-FL",-3.34793901985856,-3.97693299851707,-2.71894504120004,0
"MT-FL",0.443943146636414,-0.502209898843449,1.39009619211628,0.999795864391988
"NC-FL",-0.977975258471417,-1.3845386070611,-0.571411909881737,3.78364006792253e-13
"ND-FL",1.0220426941474,-0.0518138928235188,2.09589928111832,0.095981487129334
"NE-FL",0.65202724774629,-0.0451941291035693,1.34924862459615,0.118179411373124
"NH-FL",1.58114798601865,0.67841027461853,2.48388569741877,3.56034490778256e-09
"NJ-FL",1.21576443752133,0.803668909180373,1.62785996586229,0
"NM-FL",0.171872863978521,-0.548938347370919,0.892684075327961,1
"NV-FL",-0.825722133616694,-1.47127420504909,-0.180170062184301,0.000376624729583108
"NY-FL",1.95199447977443,1.62974481937481,2.27424414017405,0
"OH-FL",-1.80778081567772,-2.17377443839616,-1.44178719295928,0
"OK-FL",-2.50454738580306,-3.02661607315913,-1.982478698447,0
"OR-FL",0.713017706395334,0.139286840808629,1.28674857198204,0.000781277552089232
"PA-FL",-0.314063389311727,-0.670002499374436,0.041875720750982,0.216320455905921
"RI-FL",0.71038747436647,-0.295212385091087,1.71598733382403,0.773028373479645
"SC-FL",-1.81161908611638,-2.32817890993158,-1.29505926230118,0
"SD-FL",1.41267942583575,0.37357937410726,2.45177947756424,6.85890247436038e-05
"TN-FL",-2.84455493898885,-3.3081860620652,-2.3809238159125,0
"TX-FL",-0.510896522083527,-0.830626650140214,-0.191166394026841,2.28842799376849e-07
"UT-FL",0.991537527672094,0.316494623139383,1.6665804322048,5.64205814790331e-06
"VA-FL",-0.048201725701432,-0.478314615248505,0.381911163845641,1
"VT-FL",2.64740533150993,1.51671351477876,3.7780971482411,4.92383911421257e-13
"WA-FL",1.30052107707836,0.839135933561857,1.76190622059486,9.79216707719388e-14
"WV-FL",-2.68387395879346,-3.40124025459869,-1.96650766298822,0
"WY-FL",1.78613656637715,0.419177766576801,3.1530953661775,0.000212949461495193
"HI-GA",4.70006836336053,3.76272187904597,5.63741484767509,0
"IA-GA",2.44895920749339,1.82573087246895,3.07218754251783,0
"ID-GA",2.47083908200133,1.53916557211174,3.40251259189093,4.79061235125755e-13
"IL-GA",1.55064237223685,1.11047141570511,1.99081332876859,0
"IN-GA",0.150663311824005,-0.367665701136311,0.66899232478432,0.999999999955981
"KS-GA",1.43607377814902,0.790934808367653,2.08121274793039,3.5349501104065e-13
"KY-GA",-1.05042333979372,-1.62059095531041,-0.480255724277043,2.55304444252147e-10
"LA-GA",-1.24215027763906,-1.81266180395994,-0.671638751318166,4.20885548635397e-13
"MA-GA",3.72542041108315,3.20103431065448,4.24980651151181,0
"MD-GA",2.08456030701299,1.55097872876531,2.61814188526067,0
"MI-GA",0.72518249226934,0.274283805536579,1.1760811790021,1.74662294738503e-07
"MN-GA",3.8540862576896,3.31750091047744,4.39067160490177,0
"MO-GA",0.342230892012367,-0.18947955246752,0.873941336492254,0.918056788194461
"MS-GA",-1.58788389074525,-2.26561280503296,-0.910154976457535,4.93161067538495e-13
"MT-GA",2.20399827574973,1.22476968060774,3.18322687089171,3.33399974294935e-13
"NC-GA",0.782079870641894,0.303564654071525,1.26059508721226,8.80556488835893e-08
"ND-GA",2.78209782326071,1.67898811636218,3.88520753015925,5.61550805855404e-13
"NE-GA",2.4120823768596,1.67059690538403,3.15356784833517,0
"NH-GA",3.34120311513196,2.4038566308174,4.27854959944652,0
"NJ-GA",2.97581956663464,2.49259520823417,3.45904392503511,0
"NM-GA",1.93192799309183,1.16821871694025,2.69563726924342,5.35016475566863e-13
"NV-GA",0.934332995496618,0.241209245359902,1.62745674563333,8.81669282318809e-05
"NY-GA",3.71204960888774,3.30274788680414,4.12135133097134,0
"OH-GA",-0.0477256865644051,-0.492286579967659,0.396835206838849,1
"OK-GA",-0.744492256689753,-1.3243532489893,-0.164631264390204,0.000341218033355406
"OR-GA",2.47307283550865,1.84629523364352,3.09985043737377,0
"PA-GA",1.44599173980158,1.00967109377946,1.88231238582371,0
"RI-GA",2.47044260347978,1.43366194518508,3.50722326177448,4.13891143580258e-13
"SC-GA",-0.0515639570030686,-0.626470129915595,0.523342215909457,1
"SD-GA",3.17273455494906,2.10343012048005,4.24203898941806,0
"TN-GA",-1.08449980987554,-1.61236046796436,-0.556639151786713,9.00057806063614e-13
"TX-GA",1.24915860702978,0.841837590066409,1.65647962399316,0
"UT-GA",2.75159265678541,2.03092215022024,3.47226316335057,0
"VA-GA",1.71185340341188,1.21317499619189,2.21053181063187,0
"VT-GA",4.40746046062324,3.2489497612787,5.56597115996778,0
"WA-GA",3.06057620619167,2.53468714305128,3.58646526933206,0
"WV-GA",-0.923818829680144,-1.68427754547625,-0.163360113884039,0.00134630317036644
"WY-GA",3.54619169549046,2.15613435263566,4.93624903834526,4.66848781854878e-13
"IA-HI",-2.25110915586714,-3.26403077255907,-1.23818753917521,3.65929508916452e-13
"ID-HI",-2.2292292813592,-3.45626317372503,-1.00219538899336,5.42683231685714e-10
"IL-HI",-3.14942599112368,-4.06120837467719,-2.23764360757017,0
"IN-HI",-4.54940505153652,-5.5013827874426,-3.59742731563044,0
"KS-HI",-3.26399458521151,-4.29054265243243,-2.23744651799058,0
"KY-HI",-5.75049170315425,-6.73165823018645,-4.76932517612205,0
"LA-HI",-5.94221864099958,-6.92358505862831,-4.96085222337086,0
"MA-HI",-0.97464795227738,-1.92993713692632,-0.019358767628441,0.037288264057056
"MD-HI",-2.61550805634754,-3.57587566545862,-1.65514044723645,4.37094804794924e-13
"MI-HI",-3.97488587109119,-4.89189528744512,-3.05787645473726,0
"MN-HI",-0.845982105670927,-1.80802185475994,0.116057643418087,0.223219830928458
"MO-HI",-4.35783747134816,-5.317166737426,-3.39850820527032,0
"MS-HI",-6.28795225410578,-7.3352884586008,-5.24061604961075,0
"MT-HI",-2.4960700876108,-3.75959107498229,-1.23254910023932,4.92506035953966e-12
"NC-HI",-3.91798849271864,-4.84888776571966,-2.98708921971761,0
"ND-HI",-1.91797054009982,-3.27975160526346,-0.556189474936176,2.30139592125589e-05
"NE-HI",-2.28798598650093,-3.37766362158105,-1.19830835142081,5.78426195829707e-13
"NH-HI",-1.35886524822857,-2.59021210254757,-0.127518393909563,0.0100010554682479
"NJ-HI",-1.72424879672589,-2.65757747652524,-0.790920116926539,2.19283147195881e-10
"NM-HI",-2.7681403702687,-3.87306050424419,-1.6632202362932,3.98903132747819e-13
"NV-HI",-3.76573536786391,-4.82309868148324,-2.70837205424459,0
"NY-HI",-0.98801875447279,-1.88530607951703,-0.0907314294285462,0.0104193669859107
"OH-HI",-4.74779404992493,-5.66170380035325,-3.83388429949662,0
"OK-HI",-5.44456062005028,-6.4313916159027,-4.45772962419787,0
"OR-HI",-2.22699552785188,-3.24210478610158,-1.21188626960218,3.90465437760668e-13
"PA-HI",-3.25407662355894,-4.16400648356444,-2.34414676355345,0
"RI-HI",-2.22962575988075,-3.53825511053679,-0.920996409224709,1.35055572281217e-08
"SC-HI",-4.7516323203636,-5.73556003703662,-3.76770460369058,0
"SD-HI",-1.52733380841147,-2.861878156704,-0.192789460118941,0.00493565281806696
"TN-HI",-5.78456817323607,-6.74176904992937,-4.82736729654277,0
"TX-HI",-3.45090975633074,-4.34729530666304,-2.55452420599845,0
"UT-HI",-1.94847570657512,-3.02409767688688,-0.872853736263368,6.33360364155067e-10
"VA-HI",-2.98821495994865,-3.92963771185765,-2.04679220803965,0
"VT-HI",-0.292607902737288,-1.69964154998252,1.11442574450795,1
"WA-HI",-1.63949215716886,-2.5956071872333,-0.683377127104419,9.97551341530567e-09
"WV-HI",-5.62388719304067,-6.72656307579803,-4.52121131028332,0
"WY-HI",-1.15387666787007,-2.75695372790461,0.44920039216448,0.732152034542816
"ID-IA",0.0218798745079454,-0.985794328265415,1.02955407728131,1
"IL-IA",-0.898316835256537,-1.48239066695849,-0.314243003554587,1.04727408589689e-06
"IN-IA",-2.29829589566938,-2.94332049642609,-1.65327129491268,0
"KS-IA",-1.01288542934437,-1.76361578055943,-0.262155078129299,8.59057258698614e-05
"KY-IA",-3.49938254728711,-4.18675644822379,-2.81200864635043,0
"LA-IA",-3.69110948513244,-4.37876868238783,-3.00345028787706,0
"MA-IA",1.27646120358976,0.626559247732024,1.9263631594475,6.33604280153577e-12
"MD-IA",-0.364398900480396,-1.02174285196258,0.292945051001791,0.992166500688514
"MI-IA",-1.72377671522405,-2.31597718432405,-1.13157624612405,0
"MN-IA",1.40512705019621,0.74534253632238,2.06491156407005,4.98490138056695e-13
"MO-IA",-2.10672831548102,-2.76255433408194,-1.4509022968801,0
"MS-IA",-4.03684309823863,-4.81575788893562,-3.25792830754165,0
"MT-IA",-0.244960931743663,-1.29675958711867,0.806837723631349,1
"NC-IA",-1.66687933685149,-2.28036819770743,-1.05339047599556,4.90274487674469e-13
"ND-IA",0.333138615767325,-0.834869430163309,1.50114666169796,0.999999999978538
"NE-IA",-0.036876830633787,-0.871857353948119,0.798103692680545,1
"NH-IA",0.892243907638573,-0.120677709053355,1.9051655243305,0.219741094756758
"NJ-IA",0.526860359141253,-0.0903086213304447,1.14402933961295,0.288590005571841
"NM-IA",-0.517031214401555,-1.37180816097002,0.337745732166911,0.965619746604339
"NV-IA",-1.51462621199677,-2.30697228721171,-0.722280136781832,3.15756309987592e-11
"NY-IA",1.26309040139435,0.701913361944648,1.82426744084405,3.30735439035834e-13
"OH-IA",-2.49668489405779,-3.08407416689858,-1.90929562121701,0
"OK-IA",-3.19345146418314,-3.88888696823477,-2.49801596013151,0
"OR-IA",0.0241136280152574,-0.710897890333083,0.759125146363598,1
"PA-IA",-1.0029674676918,-1.58414513076059,-0.421789804623017,7.34395055879133e-09
"RI-IA",0.0214833959863938,-1.08409604635094,1.12706283832372,1
"SC-IA",-2.50052316449646,-3.19183270266142,-1.80921362633149,0
"SD-IA",0.723775347455671,-0.412360094945458,1.8599107898568,0.928284074565177
"TN-IA",-3.53345901736893,-4.18616771522954,-2.88075031950831,0
"TX-IA",-1.1998006004636,-1.75953462727009,-0.640066573657114,4.67403893367191e-13
"UT-IA",0.302633449292017,-0.513918906002989,1.11918580458702,0.999999770142322
"VA-IA",-0.737105804081509,-1.36644825754575,-0.107763350617263,0.00304767773125003
"VT-IA",1.95850125312985,0.738034616797379,3.17896788946233,1.91762101087178e-07
"WA-IA",0.611616998698281,-0.0394982573321736,1.26273225472874,0.112257389868555
"WV-IA",-3.37277803717353,-4.22465198813998,-2.52090408620708,0
"WY-IA",1.09723248799708,-0.344867087735987,2.53933206373014,0.593226034203988
"IL-ID",-0.920196709764483,-1.8261460529022,-0.0142473666267676,0.0398584277494599
"IN-ID",-2.32017577017733,-3.26656824005122,-1.37378330030344,5.38347144640738e-13
"KS-ID",-1.03476530385231,-2.05613596707314,-0.0133946406314813,0.0414069309224845
"KY-ID",-3.52126242179506,-4.49701077620903,-2.54551406738109,0
"LA-ID",-3.71298935964039,-4.68893871438303,-2.73704000489775,0
"MA-ID",1.25458132908182,0.304857935834934,2.2043047223287,0.000157375753165323
"MD-ID",-0.386278774988341,-1.3411101957129,0.568552645736216,0.999996506435924
"MI-ID",-1.74565658973199,-2.65686642673712,-0.834446752726862,2.77855516372938e-11
"MN-ID",1.38324717568827,0.426733936783343,2.33976041459319,9.6409312186907e-06
"MO-ID",-2.12860818998897,-3.08239524071181,-1.17482113926612,3.55937501694825e-13
"MS-ID",-4.05872297274658,-5.10098504277465,-3.01646090271851,0
"MT-ID",-0.266840806251608,-1.52615902771167,0.992477415208457,1
"NC-ID",-1.68875921135944,-2.61394597836758,-0.763572444351298,4.22033075153649e-10
"ND-ID",0.31125874125938,-1.04662371566072,1.66914119817948,1
"NE-ID",-0.0587567051417324,-1.14355827490781,1.02604486462434,1
"NH-ID",0.870364033130627,-0.356669859235206,2.09739792549646,0.764424108763914
"NJ-ID",0.504980484633307,-0.422650649982782,1.4326116192494,0.994456406545421
"NM-ID",-0.538911088909501,-1.63902271953503,0.561200541716032,0.999421402833034
"NV-ID",-1.53650608650472,-2.58884361522883,-0.484168557780602,6.94442264981276e-06
"NY-ID",1.24121052688641,0.349851092618616,2.13256996115419,3.30003027193548e-05
"OH-ID",-2.51856476856574,-3.42665514363922,-1.61047439349226,2.8288482667449e-13
"OK-ID",-3.21533133869109,-4.19677543376131,-2.23388724362086,0
"OR-ID",0.00223375350731203,-1.00763945811749,1.01210696513211,1
"PA-ID",-1.02484734219975,-1.92893220962247,-0.12076247477703,0.00597809377294467
"RI-ID",-0.000396478521551558,-1.3049683909785,1.3041754339354,1
"SC-ID",-2.5224030390044,-3.50092787211316,-1.54387820589565,5.45452571998339e-13
"SD-ID",0.701895472947726,-0.628670464889505,2.03246141078496,0.997045842473506
"TN-ID",-3.55533889187687,-4.50698515794192,-2.60369262581182,0
"TX-ID",-1.22168047497155,-2.11213213127731,-0.331228818665791,5.21412010170419e-05
"UT-ID",0.280753574784072,-0.789928320267153,1.3514354698353,0.999999999999315
"VA-ID",-0.758985678589454,-1.69476016808201,0.176788810903103,0.41873764819406
"VT-ID",1.93662137862191,0.533360611033302,3.33988214621051,4.35549252212342e-05
"WA-ID",0.589737124190336,-0.360816950067549,1.54029119844822,0.950065032169177
"WV-ID",-3.39465791168148,-4.49251546154296,-2.29680036182,0
"WY-ID",1.07535261348913,-0.524413981293415,2.67511920827168,0.862658855556361
"IN-IL",-1.39997906041285,-1.87050392583239,-0.929454194993308,0
"KS-IL",-0.114568594087828,-0.721967123582449,0.492829935406793,1
"KY-IL",-2.60106571203058,-3.12815184643902,-2.07397957762213,0
"LA-IL",-2.79279264987591,-3.32025078562381,-2.26533451412801,0
"MA-IL",2.1747780388463,1.69758890901993,2.65196716867266,0
"MD-IL",0.533917934776142,0.0466418488177334,1.02119402073455,0.011401298846494
"MI-IL",-0.825459879967511,-1.22047672644243,-0.430443033492593,6.18616269321137e-13
"MN-IL",2.30344388545275,1.81288041540585,2.79400735549966,0
"MO-IL",-1.20841148022448,-1.69363790167189,-0.723185058777074,4.2854608750531e-13
"MS-IL",-3.1385262629821,-3.78043370534685,-2.49661882061734,0
"MT-IL",0.653355903512875,-0.301430630140283,1.60814243716603,0.833727040608442
"NC-IL",-0.768562501594957,-1.19483177774684,-0.342293225443077,8.11427702807066e-10
"ND-IL",1.23145545102386,0.149984365531778,2.31292653651595,0.00546553591964738
"NE-IL",0.86144000462275,0.152546932494798,1.5703330767507,0.00133671342071728
"NH-IL",1.79056074289511,0.8787783593416,2.70234312644862,6.38888941750793e-12
"NJ-IL",1.42517719439779,0.993628281928757,1.85672610686682,0
"NM-IL",0.381285620854982,-0.350821298782881,1.11339254049284,0.997738320696451
"NV-IL",-0.616309376740233,-1.27445010356486,0.0418313500843921,0.116358509347214
"NY-IL",2.16140723665089,1.81462692722969,2.50818754607209,0
"OH-IL",-1.59836805880126,-1.98613483309369,-1.21060128450882,0
"OK-IL",-2.2951346289266,-2.83269155957886,-1.75757769827434,0
"OR-IL",0.922430463271795,0.334570917545554,1.51029000899804,4.78605915343877e-07
"PA-IL",-0.104650632435266,-0.482942040541274,0.273640775670742,0.999999999993354
"RI-IL",0.919800231242931,-0.0939269592356777,1.93352742172154,0.164386293593379
"SC-IL",-1.60220632923992,-2.13441473856336,-1.06999791991648,0
"SD-IL",1.62209218271221,0.575124820815602,2.66905954460881,7.89376443988132e-07
"TN-IL",-2.63514218211239,-3.11614691978098,-2.1541374444438,0
"TX-IL",-0.301483765207067,-0.645924027316098,0.0429564969019648,0.232870866814458
"UT-IL",1.20095028454855,0.513858833332232,1.88804173576488,3.94512333912189e-09
"VA-IL",0.161211031175029,-0.287574927973791,0.609996990323848,0.999999917312201
"VT-IL",2.85681808838639,1.71889202585094,3.99474415092184,3.87356813291717e-13
"WA-IL",1.50993383395482,1.03109357872106,1.98877408918858,0
"WV-IL",-2.47446120191699,-3.20317660708689,-1.7457457967471,0
"WY-IL",1.99554932325361,0.622600635309956,3.36849801119727,8.1156895539447e-06
"KS-IN",1.28541046632502,0.619191682189825,1.95162925046021,1.82924786429339e-11
"KY-IN",-1.20108665161773,-1.79500102910659,-0.607172274128864,1.55808699275894e-12
"LA-IN",-1.39281358946306,-1.98705813480529,-0.798569044120826,4.82947015711943e-13
"MA-IN",3.57475709925914,3.02464441959543,4.12486977892286,0
"MD-IN",1.93389699518899,1.37501196349705,2.49278202688092,0
"MI-IN",0.574519180445336,0.0939436882473498,1.05509467264332,0.00194376199227031
"MN-IN",3.7034229458656,3.14166942976907,4.26517646196212,0
"MO-IN",0.191567580188362,-0.365531311188211,0.748666471564935,0.999999980987161
"MS-IN",-1.73854720256925,-2.43637215143939,-1.04072225369912,4.31321645066873e-13
"MT-IN",2.05333496392572,1.06009188212361,3.04657804572783,7.70716823694784e-13
"NC-IN",0.631416558817889,0.124839821794371,1.13799329584141,0.000726664495771856
"ND-IN",2.63143451143671,1.5158655070906,3.74700351578282,4.56190640818477e-13
"NE-IN",2.2614190650356,1.50152178091533,3.02131634915586,0
"NH-IN",3.19053980330796,2.23856206740188,4.14251753921404,0
"NJ-IN",2.82515625481064,2.3141288988349,3.33618361078637,0
"NM-IN",1.78126468126783,0.999666935311516,2.56286242722414,6.40043573696403e-13
"NV-IN",0.783669683672613,0.0708838034760476,1.49645556386918,0.0107147777896823
"NY-IN",3.56138629706373,3.11960458885864,4.00316800526883,0
"OH-IN",-0.19838899838841,-0.673023137433956,0.276245140657137,0.999990903666625
"OK-IN",-0.895155568513758,-1.49838185142476,-0.291929285602754,3.93319403235726e-06
"OR-IN",2.32240952368464,1.67395494531865,2.97086410205063,0
"PA-IN",1.29532842797758,0.828403504516459,1.7622533514387,2.72004641033163e-13
"RI-IN",2.31977929165578,1.26975200085901,3.36980658245255,3.75699471533153e-13
"SC-IN",-0.202227268827073,-0.800692209869516,0.39623767221537,0.999999989578418
"SD-IN",3.02207124312505,1.93991822641296,4.10422425983715,1.84963155902551e-13
"TN-IN",-1.23516312169954,-1.78858886410947,-0.681737379289619,3.48499007429837e-13
"TX-IN",1.09849529520578,0.658548038294129,1.53844255211743,4.21329637845247e-13
"UT-IN",2.6009293449614,1.86132867092378,3.34053001899902,0
"VA-IN",1.56119009158787,1.03552543438571,2.08685474879004,0
"VT-IN",4.25679714879924,3.08641677537366,5.42717752222481,0
"WA-IN",2.90991289436766,2.3583673525176,3.46145843621773,0
"WV-IN",-1.07448214150415,-1.85290402996456,-0.29606025304374,4.33157416899199e-05
"WY-IN",3.39552838366646,1.99556317180277,4.79549359553015,3.49942297361849e-13
"KY-KS",-2.48649711794275,-3.19379734588145,-1.77919689000405,0
"LA-KS",-2.67822405578808,-3.38580154576578,-1.97064656581037,0
"MA-KS",2.28934663293413,1.61840454528353,2.96028872058472,0
"MD-KS",0.64848652886397,-0.0296667010947511,1.32663975882269,0.0905731782632465
"MI-KS",-0.710891285879683,-1.3261084250716,-0.0956741466877641,0.0040524311629454
"MN-KS",2.41801247954058,1.73749331191856,3.09853164716259,0
"MO-KS",-1.09384288613666,-1.77052486419367,-0.417160908079637,1.41085510940719e-07
"MS-KS",-3.02395766889427,-3.82051211393852,-2.22740322385001,0
"MT-KS",0.767924497600703,-0.297003267180511,1.83285226238192,0.727976165096368
"NC-KS",-0.653993907507129,-1.28972916305581,-0.0182586519584476,0.0328856910983756
"ND-KS",1.34602404511169,0.166179340028887,2.52586875019449,0.00526118055388158
"NE-KS",0.976008598710578,0.124549141620867,1.82746805580029,0.0047791496408407
"NH-KS",1.90512933698294,0.878581269762012,2.93167740420386,1.70449765413139e-10
"NJ-KS",1.53974578848562,0.900458464029936,2.1790331129413,3.72812891669128e-13
"NM-KS",0.49585421494281,-0.375027155358645,1.36673558524426,0.987270662547913
"NV-KS",-0.501740782652405,-1.31143395642982,0.307952391125011,0.950913007041351
"NY-KS",2.27597583073872,1.69056110393492,2.86139055754251,0
"OH-KS",-1.48379946471343,-2.09438679720704,-0.87321213221982,6.08402217494586e-13
"OK-KS",-2.18056603483878,-2.8957032755477,-1.46542879412985,0
"OR-KS",1.03699905735962,0.283319639531351,1.79067847518789,4.77860464491719e-05
"PA-KS",0.00991796165256176,-0.594696137424962,0.614532060730086,1
"RI-KS",1.03436882533076,-0.0837083795491871,2.15244603021071,0.133513008739776
"SC-KS",-1.48763773515209,-2.19876332906015,-0.776512141244034,6.08735284401973e-13
"SD-KS",1.73666077680004,0.588360086112602,2.88496146748747,1.97338463481245e-06
"TN-KS",-2.52057358802456,-3.194234761773,-1.84691241427612,0
"TX-KS",-0.186915171119239,-0.770946774303722,0.397116432065245,0.999999998463386
"UT-KS",1.31551887863638,0.482123125292839,2.14891463197993,3.76902359544573e-07
"VA-KS",0.275779625262857,-0.3752677282266,0.926826978752313,0.999986682955451
"VT-KS",2.97138668247422,1.73958737124128,4.20318599370715,3.67705865755852e-13
"WA-KS",1.62450242804265,0.952385020598951,2.29661983548634,3.60822483003176e-13
"WV-KS",-2.35989260782917,-3.22792484288062,-1.49186037277771,4.7839510131098e-13
"WY-KS",2.11011791734144,0.658414807513984,3.5618210271689,8.1024400641061e-06
"LA-KY",-0.191726937845331,-0.831690002229958,0.448236126539295,0.999999999862366
"MA-KY",4.77584375087687,4.17663585337021,5.37505164838354,0
"MD-KY",3.13498364680672,2.52771218958445,3.74225510402898,0
"MI-KY",1.77560583206306,1.23952846095988,2.31168320316625,0
"MN-KY",4.90450959748333,4.2945971800377,5.51442201492896,0
"MO-KY",1.39265423180609,0.787026195070199,1.99828226854198,5.81201753391269e-13
"MS-KY",-0.537460550951522,-1.2746076213338,0.199686519430753,0.702077415361513
"MT-KY",3.25442161554345,2.23316848156768,4.27567474951922,0
"NC-KY",1.83250321043562,1.27299795165697,2.39200846921426,0
"ND-KY",3.83252116305444,2.69194221025663,4.97310011585224,0
"NE-KY",3.46250571665333,2.66634616824552,4.25866526506113,0
"NH-KY",4.39162645492569,3.41045992789348,5.37279298195789,0
"NJ-KY",4.02624290642837,3.46270488405266,4.58978092880407,0
"NM-KY",2.98235133288556,2.16545404399818,3.79924862177294,0
"NV-KY",1.98475633529034,1.23343093633516,2.73608173424552,4.85611550971043e-13
"NY-KY",4.76247294868146,4.2608782698698,5.26406762749312,0
"OH-KY",1.00269765322932,0.471939977773682,1.53345532868496,6.24552631833808e-11
"OK-KY",0.305931083103971,-0.342380641687575,0.954242807895517,0.999764830507329
"OR-KY",3.52349617530237,2.83290260140281,4.21408974920193,0
"PA-KY",2.49641507959531,1.97254006753925,3.02029009165137,0
"RI-KY",3.52086594327351,2.44430500420616,4.59742688234085,0
"SC-KY",0.998859382790656,0.35497551922169,1.64274324635962,7.5109971386933e-07
"SD-KY",4.22315789474278,3.11524034560537,5.3310754438802,0
"TN-KY",-0.0340764700818141,-0.636327411525278,0.56817447136165,1
"TX-KY",2.29958194682351,1.79960221426263,2.79956167938439,0
"UT-KY",3.80201599657913,3.02520501497262,4.57882697818563,0
"VA-KY",2.7622767432056,2.18543233095995,3.33912115545126,0
"VT-KY",5.45788380041697,4.26364079222837,6.65212680860556,0
"WA-KY",4.11099954598539,3.51047591710619,4.7115231748646,0
"WV-KY",0.12660451011358,-0.687254679514351,0.940463699741511,1
"WY-KY",4.59661503528419,3.17664012757063,6.01658994299774,0
"MA-LA",4.9675706887222,4.36803553853052,5.56710583891389,0
"MD-LA",3.32671058465205,2.7191162177938,3.93430495151029,0
"MI-LA",1.9673327699084,1.43088963248383,2.50377590733296,0
"MN-LA",5.09623653532866,4.48600260572839,5.70647046492893,0
"MO-LA",1.58438116965142,0.978429347505814,2.19033299179703,5.19695397827036e-13
"MS-LA",-0.345733613106191,-1.08314672341423,0.391679497201853,0.99979975951475
"MT-LA",3.44614855338878,2.42470337349104,4.46759373328653,0
